Site	Date	DIC (mg/L)	DOC (mg/L)
C10	2009-05-04	1.61	18.92
C10	2009-05-05	1.58	
C10	2009-05-08	1.55	18.09
C10	2009-05-13	1.34	17.15
C10	2009-05-27	1.32	17.80
C10	2009-06-09	1.79	13.18
C10	2009-06-26	1.98	15.00
C10	2009-07-08	1.91	33.84
C10	2009-08-04	1.82	28.94
C10	2009-08-19	2.02	25.33
C10	2009-09-01	1.88	23.89
C10	2009-09-15	1.94	25.91
C10	2009-10-06	1.90	
C10	2009-10-20	1.43	
C10	2009-11-03	1.26	
C10	2009-11-24	1.14	
C10	2009-12-15	1.31	
C10	2010-08-31	1.29	30.97
C10	2010-09-28	1.03	27.99
C10	2010-10-10	1.16	20.86
C10	2010-10-26	0.95	21.39
C10	2010-11-09	1.46	19.44
C10	2010-12-16	4.58	11.79
C10	2011-01-18	2.98	11.12
C10	2011-02-21	3.10	13.72
C10	2011-03-21	3.19	14.53
C10	2011-04-04	3.26	12.80
C10	2011-04-11	2.59	21.59
C10	2011-04-14	1.91	26.85
C10	2011-04-18	1.10	19.68
C10	2011-04-21	1.10	18.65
C10	2011-04-25	1.16	16.98
C10	2011-05-02	1.04	15.81
C10	2011-05-09	1.08	14.97
C10	2011-05-23	1.16	18.02
C10	2011-06-07	1.32	17.06
C10	2011-06-21	1.50	15.40
C10	2011-07-04	1.48	18.86
C10	2011-07-18	1.80	18.49
C10	2011-08-02	2.86	18.28
C10	2011-08-31	1.35	29.95
C10	2011-09-13	1.54	42.60
C10	2011-09-28	1.28	34.04
C10	2011-10-10	1.27	28.20
C10	2011-10-25	1.16	22.35
C10	2011-11-28	1.18	16.59
C10	2011-12-20	1.07	18.56
C10	2012-01-19	1.10	14.44
C10	2012-02-14	2.27	12.41
C10	2012-03-27	1.57	20.41
C10	2012-04-02	1.23	24.68
C10	2012-04-10	1.10	19.94
C10	2012-04-17	1.05	20.31
C10	2012-04-26	1.43	22.19
C10	2012-04-30	1.42	20.76
C10	2012-05-03	1.13	17.46
C10	2012-05-07	1.05	16.03
C10	2012-05-10	1.05	14.57
C10	2012-05-14	0.91	11.97
C10	2012-05-18	0.96	
C10	2012-05-22	2.29	12.56
C10	2012-06-05	1.17	17.56
C10	2012-06-19	1.00	16.95
C10	2012-07-03	1.17	26.87
C10	2012-07-17	2.19	32.01
C10	2012-07-31	1.65	16.60
C10	2012-08-14	1.98	17.05
C10	2012-08-28	1.88	44.46
C10	2012-09-11	1.19	23.25
C10	2012-09-25	1.16	24.57
C10	2012-10-10	1.08	27.44
C10	2012-10-24	0.98	18.77
C10	2012-11-21	0.93	14.35
C10	2012-12-18	1.49	9.24
C10	2013-01-22	1.99	12.13
C10	2013-02-20	2.01	11.92
C10	2013-03-26	2.51	12.20
C10	2013-04-17	2.60	15.75
C10	2013-04-24	1.39	19.19
C10	2013-04-29	1.07	14.98
C10	2013-05-06	1.11	13.18
C10	2013-05-10	1.05	13.89
C10	2013-05-16	1.05	15.91
C10	2013-05-29	1.17	12.21
C10	2013-06-12	1.50	12.59
C10	2013-06-25	1.38	17.67
C10	2013-07-04	1.46	32.55
C10	2013-07-23	1.28	14.84
C10	2013-08-06	1.40	22.74
C10	2013-08-21	1.54	22.46
C10	2013-09-09	1.53	22.53
C10	2013-09-20	1.53	36.40
C10	2013-10-02	0.87	30.65
C10	2013-10-16	0.94	20.93
C10	2013-10-29	0.98	31.97
C10	2013-11-20	0.97	19.40
C10	2013-12-17	1.04	18.71
C10	2014-01-27	2.68	10.77
C10	2014-02-25	2.45	11.71
C10	2014-03-25	1.36	17.15
C10	2014-04-14	1.76	20.67
C10	2014-04-22	1.07	15.89
C10	2014-04-29	1.14	
C10	2014-05-05	1.08	13.38
C10	2014-05-13	1.07	16.09
C10	2014-05-27	1.22	
C10	2014-06-10	1.26	26.47
C10	2014-06-24	1.05	22.81
C10	2014-07-08	2.08	15.02
C10	2014-07-22	1.30	29.40
C10	2014-08-05	2.28	16.17
C10	2014-08-19	1.94	41.07
C10	2014-09-02	1.17	25.21
C10	2014-09-16	1.66	15.77
C10	2014-09-29	1.50	15.54
C10	2014-10-28	1.00	28.17
C10	2014-11-18	0.94	15.38
C10	2014-12-16	1.21	14.98
C10	2015-01-20	1.75	12.67
C10	2015-02-17	1.69	15.88
C10	2015-03-17	1.87	15.05
C10	2015-03-31	1.92	15.14
C10	2015-04-09	1.81	19.37
C10	2015-04-14	1.79	24.79
C10	2015-04-17	1.36	24.81
C10	2015-04-21	1.38	20.28
C10	2015-04-24	1.10	16.94
C10	2015-04-27	1.12	15.24
C10	2015-04-30	1.06	14.39
C10	2015-05-05	1.06	12.71
C10	2015-05-07	1.04	13.53
C10	2015-05-12	1.01	13.89
C10	2015-05-19	0.92	13.38
C10	2015-06-02	1.00	17.41
C10	2015-06-16	1.02	13.08
C10	2015-06-30	1.23	22.39
C10	2015-07-14	1.22	
C10	2015-07-31	1.67	28.17
C10	2015-08-11	1.35	22.36
C10	2015-08-25	2.10	14.47
C10	2015-09-07	2.07	13.68
C10	2015-09-22	1.32	36.28
C10	2015-10-06	1.24	20.63
C10	2015-10-20	1.58	15.14
C10	2015-11-03	1.50	14.78
C10	2015-11-24	1.55	19.15
C10	2015-12-15	3.08	16.18
C10	2016-02-15	2.51	
C10	2016-03-30	2.15	17.21
C10	2016-04-07	2.90	25.36
C10	2016-04-12	1.47	24.69
C10	2016-04-18	1.33	21.84
C10	2016-04-20	1.19	21.03
C10	2016-04-28	1.47	20.27
C10	2016-05-02	1.14	15.89
C10	2016-05-04	1.16	15.14
C10	2016-05-09	1.20	16.07
C10	2016-05-12	1.14	14.77
C10	2016-05-17	1.04	15.54
C10	2016-05-31	1.13	15.27
C10	2016-06-14	1.38	10.90
C10	2016-06-29	1.38	25.86
C10	2016-07-12	1.43	21.50
C10	2016-07-26	1.93	15.83
C10	2016-08-09	2.46	15.42
C10	2016-08-23	1.55	32.37
C10	2016-09-20	2.16	15.64
C10	2016-10-05	1.30	27.64
C10	2016-10-18	1.87	15.04
C10	2016-10-31	1.91	15.61
C10	2017-01-10	2.31	12.69
C10	2017-03-10	2.81	10.57
C10	2017-04-04	2.45	15.59
C10	2017-04-11	1.77	28.07
C10	2017-04-18	1.36	24.02
C10	2017-04-25	1.35	24.38
C10	2017-05-02	1.28	27.99
C10	2017-05-05	1.30	27.56
C10	2017-05-09	1.04	19.13
C10	2017-05-18	1.14	18.59
C10	2017-05-23	1.15	21.30
C10	2017-06-13	1.14	15.02
C10	2017-06-27	1.26	31.51
C10	2017-07-11	1.45	20.09
C10	2017-07-25	1.47	20.14
C10	2017-08-08	1.25	28.94
C10	2017-08-22	1.20	31.18
C10	2017-09-08	1.62	20.19
C10	2017-09-21	1.25	32.98
C10	2017-10-04	1.57	37.68
C10	2018-01-15	1.46	12.96
C10	2018-02-13	1.64	14.68
C10	2018-03-15	2.17	13.47
C10	2018-04-03	2.18	14.62
C10	2018-04-17	2.44	13.79
C10	2018-04-24	1.93	26.20
C10	2018-04-27	1.55	21.09
C10	2018-04-30	1.21	17.87
C10	2018-05-04	0.99	15.47
C10	2018-05-07	0.92	13.18
C10	2018-05-09	1.07	13.72
C10	2018-05-15	1.12	15.98
C10	2018-05-29	1.16	12.23
C10	2018-06-12	1.63	9.43
C10	2018-06-28	1.41	18.61
C10	2018-07-10	2.39	12.99
C10	2018-07-24	2.62	17.17
C10	2018-08-07	1.61	27.79
C10	2018-09-18	2.85	13.42
C10	2018-10-02	1.83	22.52
C10	2018-10-16	1.72	23.05
C10	2018-10-30	2.20	17.91
C10	2018-11-13	1.07	37.28
C10	2018-11-27	2.89	15.82
C10	2018-12-11	1.62	17.43
C10	2019-01-24	2.98	14.00
C10	2019-02-20	2.55	9.70
C10	2019-03-21	2.80	14.31
C10	2019-04-18	2.19	28.23
C10	2019-04-24	1.34	27.19
C10	2019-04-26	1.06	21.59
C10	2019-04-30	1.13	18.51
C10	2019-05-08	1.12	
C10	2019-05-14	1.06	19.68
C10	2019-05-21	1.11	17.51
C10	2019-06-04	1.18	
C12	2006-03-22	3.22	6.32
C12	2006-04-06	3.65	5.28
C12	2006-04-11	3.29	5.83
C12	2006-04-19	2.93	6.78
C12	2006-04-24	3.25	13.16
C12	2006-04-26	1.97	20.55
C12	2006-04-28	1.18	21.28
C12	2006-04-30	0.94	21.61
C12	2006-05-02	0.73	16.43
C12	2006-05-05	0.93	16.87
C12	2006-05-08	0.97	15.87
C12	2006-05-11	1.14	14.89
C12	2006-05-17	0.89	13.69
C12	2006-05-24	1.17	13.99
C12	2006-05-30	0.87	20.10
C12	2006-06-07	1.04	14.23
C12	2006-06-28	1.64	11.40
C12	2006-08-09	2.94	11.28
C12	2006-08-16	3.33	10.65
C12	2006-09-05	1.58	14.57
C12	2006-10-05	0.87	29.27
C12	2006-10-16	0.73	21.91
C12	2006-11-01	1.07	14.42
C12	2006-11-29	0.73	18.91
C12	2006-12-18	0.88	12.09
C12	2007-01-31	2.04	7.37
C12	2007-03-14	1.96	6.29
C12	2007-03-22	1.84	9.50
C12	2007-03-28	1.82	11.01
C12	2007-04-03	1.54	16.82
C12	2007-04-10	1.24	13.69
C12	2007-04-16	0.89	16.69
C12	2007-04-23	0.79	14.16
C12	2007-04-26	0.78	15.20
C12	2007-04-30	0.71	11.37
C12	2007-05-09	0.80	13.09
C12	2007-05-14	0.70	11.15
C12	2007-05-22	0.71	16.90
C12	2007-06-04	1.01	6.41
C12	2007-06-18	1.29	9.28
C12	2007-07-02	1.72	9.89
C12	2007-07-17	1.74	12.25
C12	2007-07-30	0.91	23.58
C12	2007-08-13	1.00	21.51
C12	2007-08-29	0.65	27.97
C12	2007-09-12	0.92	19.31
C12	2007-10-03	0.73	31.17
C12	2007-11-03	0.87	20.61
C12	2007-12-12	1.01	21.60
C12	2008-01-16	0.97	14.32
C12	2008-02-13	0.99	14.33
C12	2008-03-12	1.26	14.62
C12	2008-04-02	1.40	14.36
C12	2008-04-18	1.14	17.47
C12	2008-04-24	1.01	20.99
C12	2008-04-28	1.12	27.00
C12	2008-05-01	0.88	23.72
C12	2008-05-06	0.76	17.27
C12	2008-05-08	0.68	16.70
C12	2008-05-12	0.73	17.07
C12	2008-05-19	0.62	15.03
C12	2008-06-02	0.88	12.39
C12	2008-06-16	0.74	20.55
C12	2008-07-01	1.34	17.22
C12	2008-07-15	1.54	14.82
C12	2008-07-29	0.91	26.87
C12	2008-08-13	1.16	31.99
C12	2008-08-26	0.74	30.82
C12	2008-09-09	1.08	26.37
C12	2008-09-29	1.60	18.97
C12	2008-10-11	1.39	27.05
C12	2008-10-26	1.17	25.48
C12	2008-11-08	1.28	16.50
C12	2008-12-09	1.65	12.06
C12	2009-01-08	2.24	12.70
C12	2009-02-12	2.45	11.02
C12	2009-03-12	0.97	10.40
C12	2009-04-07	1.89	12.13
C12	2009-04-14	2.44	19.45
C12	2009-04-20	1.95	22.61
C12	2009-04-24	1.94	23.31
C12	2009-04-27	1.40	26.65
C12	2009-04-29	1.42	25.09
C12	2009-05-04	1.11	19.64
C12	2009-05-05	1.03	
C12	2009-05-08	1.03	17.68
C12	2009-05-13	0.87	16.53
C12	2009-05-27	0.82	15.73
C12	2009-06-09	1.08	12.02
C12	2009-06-26	1.52	13.61
C12	2009-07-08	0.89	30.82
C12	2009-08-04	1.15	26.47
C12	2009-08-19	1.64	24.14
C12	2009-09-01	1.27	23.05
C12	2009-09-15	1.28	23.75
C12	2009-10-06	1.38	
C12	2009-10-20	1.03	
C12	2009-11-03	0.75	
C12	2009-12-15	0.95	
C12	2010-08-31	0.51	28.58
C12	2010-09-28	0.76	26.85
C12	2010-10-10	0.90	19.57
C12	2010-10-26	0.78	19.69
C12	2010-11-09	1.07	19.02
C12	2010-12-16	4.23	10.63
C12	2011-01-18	2.25	9.99
C12	2011-02-21	2.62	12.72
C12	2011-03-21	2.94	13.29
C12	2011-04-04	3.20	11.62
C12	2011-04-11	2.56	19.70
C12	2011-04-14	1.21	26.45
C12	2011-04-18	0.72	21.34
C12	2011-04-21	0.75	19.90
C12	2011-04-25	0.75	17.94
C12	2011-05-02	0.67	15.41
C12	2011-05-09	0.74	14.75
C12	2011-05-23	0.81	16.77
C12	2011-06-07	0.97	15.99
C12	2011-06-21	1.25	13.92
C12	2011-07-04	1.03	17.62
C12	2011-07-18	1.39	17.03
C12	2011-08-02	2.30	17.35
C12	2011-08-31	0.86	26.94
C12	2011-09-13	0.73	39.22
C12	2011-09-28	0.80	31.59
C12	2011-10-10	0.77	25.66
C12	2011-10-25	0.83	20.99
C12	2011-11-28	0.91	15.52
C12	2011-12-21	0.85	17.11
C12	2012-01-19	0.90	13.26
C12	2012-02-14	1.71	10.98
C12	2012-03-27	1.31	17.32
C12	2012-04-02	0.80	22.15
C12	2012-04-10	0.85	17.40
C12	2012-04-17	0.71	18.05
C12	2012-04-26	0.90	20.77
C12	2012-04-30	0.71	20.78
C12	2012-05-03	0.64	17.91
C12	2012-05-07	0.67	17.19
C12	2012-05-10	0.68	15.79
C12	2012-05-14	0.59	13.40
C12	2012-05-18	0.61	
C12	2012-05-22	1.74	13.41
C12	2012-06-05	0.75	17.40
C12	2012-06-19	0.64	15.80
C12	2012-07-03	0.57	25.25
C12	2012-07-17	1.54	29.40
C12	2012-07-31	1.01	15.97
C12	2012-08-14	1.31	17.06
C12	2012-08-28	0.68	41.63
C12	2012-09-11	0.68	21.46
C12	2012-09-25	0.71	23.07
C12	2012-10-10	0.56	26.52
C12	2012-10-24	0.61	19.14
C12	2012-11-21	0.62	14.46
C12	2012-12-18	1.09	9.07
C12	2013-01-22	1.52	11.14
C12	2013-02-20	1.58	10.85
C12	2013-03-26	2.04	10.79
C12	2013-04-17	2.03	14.31
C12	2013-04-24	0.80	18.82
C12	2013-04-29	0.68	15.40
C12	2013-05-06	0.67	13.93
C12	2013-05-10	0.65	14.98
C12	2013-05-16	0.59	14.62
C12	2013-05-29	0.77	11.75
C12	2013-06-12	1.04	12.22
C12	2013-06-25	0.98	16.90
C12	2013-07-04	0.62	31.21
C12	2013-07-23	0.86	13.68
C12	2013-08-06	0.84	21.31
C12	2013-08-21	0.93	21.09
C12	2013-09-09	1.05	21.68
C12	2013-09-20	1.05	31.43
C12	2013-10-02	0.52	27.75
C12	2013-10-16	0.75	18.82
C12	2013-10-29	0.61	29.28
C12	2013-11-20	0.72	18.17
C12	2013-12-17	0.81	16.79
C12	2014-01-27	2.62	9.89
C12	2014-02-25	2.07	11.35
C12	2014-03-25	1.16	15.06
C12	2014-04-14	1.13	18.85
C12	2014-04-22	0.74	16.44
C12	2014-04-29	0.71	
C12	2014-05-05	0.71	13.46
C12	2014-05-13	0.69	16.19
C12	2014-05-27	0.63	
C12	2014-06-10	0.59	25.62
C12	2014-06-24	0.64	20.09
C12	2014-07-08	1.65	14.17
C12	2014-07-22	0.66	27.30
C12	2014-08-05	1.39	17.12
C12	2014-08-19	0.88	33.59
C12	2014-09-02	0.73	23.58
C12	2014-09-16	1.36	14.28
C12	2014-09-29	1.24	14.69
C12	2014-10-28	0.62	26.35
C12	2014-11-18	0.72	14.20
C12	2014-12-16	0.83	15.52
C12	2015-02-17	1.32	14.14
C12	2015-03-17	1.55	13.02
C12	2015-03-31	1.78	13.15
C12	2015-04-09	1.31	16.95
C12	2015-04-14	1.23	23.50
C12	2015-04-17	0.90	22.96
C12	2015-04-21	0.75	20.13
C12	2015-04-24	0.68	17.21
C12	2015-04-27	0.69	15.87
C12	2015-04-30	0.64	14.96
C12	2015-05-05	0.64	13.46
C12	2015-05-07	0.67	14.26
C12	2015-05-12	0.60	14.09
C12	2015-05-19	0.61	13.42
C12	2015-06-02	0.60	16.51
C12	2015-06-16	0.69	12.42
C12	2015-06-30	0.66	19.26
C12	2015-07-14	0.58	
C12	2015-07-31	0.75	26.35
C12	2015-08-11	0.77	20.24
C12	2015-08-25	1.50	14.27
C12	2015-09-07	1.53	14.21
C12	2015-09-22	0.68	31.77
C12	2015-10-06	0.85	18.69
C12	2015-10-20	1.26	13.99
C12	2015-11-03	1.24	13.81
C12	2015-11-24	1.09	17.85
C12	2015-12-15	1.80	15.03
C12	2016-02-15	2.04	
C12	2016-03-30	2.11	15.30
C12	2016-04-07	2.16	24.72
C12	2016-04-12	1.22	23.66
C12	2016-04-18	1.06	20.76
C12	2016-04-20	0.98	20.01
C12	2016-04-28	1.11	20.09
C12	2016-05-02	0.80	16.93
C12	2016-05-04	0.73	16.49
C12	2016-05-09	0.66	16.69
C12	2016-05-12	0.69	15.05
C12	2016-05-17	0.68	15.49
C12	2016-05-31	0.93	14.55
C12	2016-06-14	1.16	10.77
C12	2016-06-29	0.69	23.17
C12	2016-07-12	0.97	19.56
C12	2016-07-26	1.38	15.97
C12	2016-08-09	1.57	14.97
C12	2016-08-23	0.65	29.31
C12	2016-09-20	1.61	14.50
C12	2016-10-05	0.95	24.92
C12	2016-10-18	1.55	13.99
C12	2016-10-31	1.62	14.61
C12	2017-04-04	2.27	13.42
C12	2017-04-18	1.17	20.39
C12	2017-04-25	1.11	21.62
C12	2017-05-02	1.02	24.94
C12	2017-05-05	0.95	27.11
C12	2017-05-09	0.65	18.74
C12	2017-05-18	0.71	18.47
C12	2017-05-23	0.63	21.20
C12	2017-06-13	0.81	14.41
C12	2017-06-27	0.60	27.92
C12	2017-07-11	0.91	18.36
C12	2017-08-08	0.73	26.59
C12	2017-08-22	0.57	26.93
C12	2017-09-08	1.19	18.03
C12	2017-09-21	0.66	30.06
C12	2017-10-04	0.94	37.97
C12	2018-01-15	1.05	12.05
C12	2018-02-13	1.43	13.06
C12	2018-03-15	1.63	12.00
C12	2018-04-03	1.84	12.73
C12	2018-04-17	1.73	18.25
C12	2018-04-24	1.11	25.43
C12	2018-04-27	0.79	21.37
C12	2018-04-30	0.71	18.69
C12	2018-05-07	0.61	14.73
C12	2018-05-09	0.61	14.96
C12	2018-05-15	1.03	18.06
C12	2018-05-29	0.84	11.89
C12	2018-06-12	1.28	9.78
C12	2018-06-28	1.06	16.70
C12	2018-08-21	1.92	13.10
C12	2018-09-05	1.86	14.68
C12	2018-09-18	2.22	12.48
C12	2018-10-02	1.51	19.78
C12	2018-10-16	1.48	19.71
C12	2018-10-30	1.79	15.89
C12	2018-11-13	0.67	33.17
C12	2018-11-27	2.29	14.51
C12	2018-12-11	1.46	16.60
C12	2019-02-20	2.57	8.34
C12	2019-05-14	0.62	19.30
C12	2019-06-18	0.76	
C13	2006-02-14	8.91	7.71
C13	2006-03-22	11.49	9.94
C13	2006-04-06	7.83	7.74
C13	2006-04-11	8.11	8.21
C13	2006-04-19	6.25	7.68
C13	2006-04-24	3.41	9.35
C13	2006-04-26	2.19	13.48
C13	2006-04-28	1.39	22.64
C13	2006-04-30	1.21	20.57
C13	2006-05-02	1.05	19.33
C13	2006-05-05	1.19	18.14
C13	2006-05-08	1.39	18.10
C13	2006-05-11	1.38	16.00
C13	2006-05-17	1.42	14.67
C13	2006-05-24	1.74	13.98
C13	2006-05-30	1.29	19.11
C13	2006-06-07	1.86	15.79
C13	2006-06-28	3.61	14.73
C13	2006-08-09	7.67	16.03
C13	2006-08-16	6.86	13.56
C13	2006-09-05	3.17	12.99
C13	2006-10-05	1.61	28.93
C13	2006-10-16	1.49	22.18
C13	2006-11-01	2.54	15.71
C13	2006-11-29	1.32	21.29
C13	2006-12-18	1.88	17.25
C13	2007-01-31	6.74	11.01
C13	2007-03-14	4.46	7.36
C13	2007-03-22	5.10	8.55
C13	2007-03-28	4.98	8.98
C13	2007-04-03	3.41	14.20
C13	2007-04-10	3.37	14.39
C13	2007-04-16	1.31	21.16
C13	2007-04-23	1.12	16.25
C13	2007-04-26	1.13	14.82
C13	2007-04-30	1.26	14.18
C13	2007-05-09	1.39	13.07
C13	2007-05-14	1.40	14.05
C13	2007-05-22	1.46	16.51
C13	2007-06-04	2.37	11.11
C13	2007-06-18	2.57	10.74
C13	2007-07-02	3.57	11.76
C13	2007-07-17	2.43	13.34
C13	2007-07-30	2.73	18.19
C13	2007-08-13	2.83	20.57
C13	2007-08-29	1.63	21.84
C13	2007-09-12	2.22	19.78
C13	2007-10-03	1.41	29.92
C13	2007-11-03	2.12	21.01
C13	2007-12-12	2.84	23.94
C13	2008-01-16	3.59	16.90
C13	2008-02-13	4.99	20.41
C13	2008-03-12	5.49	19.50
C13	2008-04-02	6.61	21.59
C13	2008-04-18	4.44	17.14
C13	2008-04-24	3.55	16.12
C13	2008-04-28	1.66	24.01
C13	2008-05-01	1.23	23.51
C13	2008-05-06	0.95	18.46
C13	2008-05-08	0.92	19.09
C13	2008-05-12	1.15	18.39
C13	2008-05-19	1.09	16.29
C13	2008-06-02	2.43	16.45
C13	2008-06-16	1.96	18.79
C13	2008-07-01	3.12	18.20
C13	2008-07-15	6.18	25.82
C13	2008-07-29	2.72	34.48
C13	2008-08-13	2.87	28.55
C13	2008-08-26	1.98	29.83
C13	2008-09-09	2.28	25.49
C13	2008-09-29	3.05	19.48
C13	2008-10-11	2.16	25.82
C13	2008-10-26	1.63	25.77
C13	2008-11-08	3.39	19.21
C13	2008-12-09	4.84	14.94
C13	2009-01-08	7.60	17.58
C13	2009-02-12	7.96	16.24
C13	2009-03-12	3.59	15.63
C13	2009-04-07	8.75	14.46
C13	2009-04-14	5.51	11.28
C13	2009-04-20	6.25	16.10
C13	2009-04-24	4.78	15.76
C13	2009-04-27	1.98	27.37
C13	2009-04-29	2.03	27.90
C13	2009-05-04	1.58	25.16
C13	2009-05-05	1.72	
C13	2009-05-08	1.83	20.75
C13	2009-05-13	1.79	19.65
C13	2009-05-27	2.51	17.88
C13	2009-06-09	2.77	14.07
C13	2009-06-26	4.93	18.81
C13	2009-07-08	1.88	32.98
C13	2009-08-04	3.24	26.55
C13	2009-08-19	4.38	21.59
C13	2009-09-01	4.42	20.92
C13	2009-09-15	2.94	20.56
C13	2009-10-20	2.41	
C13	2009-11-03	1.75	
C13	2009-11-24	1.31	
C13	2009-12-15	2.47	
C13	2010-02-10	4.99	12.90
C13	2010-03-09	4.14	12.75
C13	2010-03-25	3.47	13.07
C13	2010-04-06	4.33	12.58
C13	2010-04-12	3.68	12.90
C13	2010-04-15	3.64	16.90
C13	2010-04-19	2.67	21.13
C13	2010-04-22	2.43	20.07
C13	2010-04-26	1.83	19.38
C13	2010-04-29	1.35	21.63
C13	2010-05-03	1.25	22.00
C13	2010-05-06	1.35	20.63
C13	2010-05-10	1.17	19.97
C13	2010-05-14	1.11	20.80
C13	2010-05-17	1.19	19.88
C13	2010-05-24	1.80	17.48
C13	2010-06-07	2.08	14.38
C13	2010-06-22	1.62	22.92
C13	2010-07-06	3.80	23.70
C13	2010-08-13	2.06	29.86
C13	2010-08-31	1.77	23.30
C13	2010-09-15	0.78	18.56
C13	2010-09-28	1.25	25.30
C13	2010-10-10	1.73	20.91
C13	2010-10-26	1.62	20.55
C13	2010-11-09	2.77	21.18
C13	2010-12-16	4.10	14.94
C13	2011-01-18	3.68	17.71
C13	2011-02-21	6.56	19.73
C13	2011-03-21	7.52	22.10
C13	2011-04-04	6.85	15.89
C13	2011-04-11	4.44	12.17
C13	2011-04-14	3.07	18.92
C13	2011-04-18	1.36	23.22
C13	2011-04-21	1.15	22.21
C13	2011-04-25	1.21	20.41
C13	2011-05-02	1.37	17.87
C13	2011-05-09	1.55	15.71
C13	2011-05-23	1.54	16.77
C13	2011-06-07	1.85	17.72
C13	2011-06-21	2.02	14.27
C13	2011-07-04	2.29	21.32
C13	2011-07-18	2.80	18.69
C13	2011-08-02	3.61	18.73
C13	2011-08-31	2.24	23.44
C13	2011-09-13	1.57	35.49
C13	2011-09-28	1.35	31.32
C13	2011-10-10	1.42	25.12
C13	2011-11-08	5.27	21.25
C13	2011-11-28	2.49	17.60
C13	2011-12-21	2.29	18.41
C13	2012-01-19	3.24	16.54
C13	2012-02-14	4.60	15.62
C13	2012-03-27	2.88	14.01
C13	2012-04-02	3.28	21.10
C13	2012-04-10	3.83	20.05
C13	2012-04-17	3.33	19.02
C13	2012-04-26	2.20	18.37
C13	2012-04-30	1.59	20.43
C13	2012-05-03	0.98	19.03
C13	2012-05-07	1.13	18.09
C13	2012-05-10	0.90	17.18
C13	2012-05-14	0.93	15.59
C13	2012-05-18	0.88	
C13	2012-05-22	4.43	15.95
C13	2012-06-05	1.22	17.46
C13	2012-06-19	1.87	16.42
C13	2012-07-03	1.80	22.58
C13	2012-07-17	2.65	25.52
C13	2012-07-31	3.32	22.23
C13	2012-08-14	3.57	19.32
C13	2012-08-28	1.36	41.32
C13	2012-09-11	2.04	20.44
C13	2012-09-25	1.94	20.82
C13	2012-10-10	1.16	27.28
C13	2012-10-24	1.19	19.73
C13	2012-11-21	2.22	15.89
C13	2012-12-18	3.69	10.36
C13	2013-01-22	6.10	14.91
C13	2013-02-20	5.16	13.69
C13	2013-03-26	8.52	21.42
C13	2013-04-17	3.25	9.80
C13	2013-04-24	1.35	17.34
C13	2013-04-29	1.03	16.30
C13	2013-05-06	0.97	15.67
C13	2013-05-10	0.76	16.26
C13	2013-05-16	1.04	15.24
C13	2013-05-29	2.12	14.47
C13	2013-06-12	2.30	13.45
C13	2013-06-25	2.91	16.90
C13	2013-07-04	1.51	30.23
C13	2013-07-23	2.86	16.04
C13	2013-08-06	3.46	24.03
C13	2013-08-21	2.94	18.64
C13	2013-09-09	2.77	21.08
C13	2013-09-20	2.77	24.23
C13	2013-10-02	1.14	25.36
C13	2013-10-16	1.28	19.16
C13	2013-10-29	1.14	27.60
C13	2013-11-20	2.04	18.77
C13	2013-12-17	3.95	17.35
C13	2014-01-27	6.85	20.79
C13	2014-02-25	5.44	12.78
C13	2014-03-25	5.18	19.01
C13	2014-04-14	3.21	13.66
C13	2014-04-22	1.35	18.32
C13	2014-04-29	1.09	
C13	2014-05-05	1.31	14.17
C13	2014-05-13	1.11	16.01
C13	2014-05-27	1.03	
C13	2014-06-10	1.52	23.14
C13	2014-06-24	1.72	18.70
C13	2014-07-08	4.19	21.81
C13	2014-07-22	2.36	22.74
C13	2014-08-05	4.97	30.53
C13	2014-08-19	1.73	21.90
C13	2014-09-02	1.70	20.18
C13	2014-09-16	3.03	15.53
C13	2014-09-29	2.01	12.28
C13	2014-10-28	1.10	26.52
C13	2014-11-18	1.88	15.62
C13	2014-12-16	2.14	14.45
C13	2015-02-17	5.32	15.03
C13	2015-03-17	7.40	18.51
C13	2015-03-31	5.89	15.62
C13	2015-04-09	4.16	12.87
C13	2015-04-14	1.85	21.71
C13	2015-04-17	1.80	21.15
C13	2015-04-21	1.23	20.20
C13	2015-04-24	1.13	18.60
C13	2015-04-27	1.10	16.56
C13	2015-04-30	1.19	16.56
C13	2015-05-05	1.00	14.57
C13	2015-05-07	0.95	15.96
C13	2015-05-12	1.09	15.16
C13	2015-05-19	1.11	13.61
C13	2015-06-02	1.06	15.97
C13	2015-06-16	1.69	13.38
C13	2015-06-30	1.74	18.37
C13	2015-07-14	1.85	
C13	2015-07-31	1.53	26.52
C13	2015-08-11	2.43	22.29
C13	2015-08-25	3.60	17.80
C13	2015-09-07	3.01	14.42
C13	2015-09-22	1.58	28.56
C13	2015-10-06	1.94	18.63
C13	2015-10-20	2.87	14.44
C13	2015-11-03	2.88	14.01
C13	2015-11-24	2.40	18.62
C13	2015-12-15	4.42	17.88
C13	2016-02-15	3.82	
C13	2016-03-30	5.08	14.55
C13	2016-04-07	3.00	17.05
C13	2016-04-12	2.32	23.06
C13	2016-04-18	1.88	20.96
C13	2016-04-20	1.68	19.61
C13	2016-04-28	1.55	20.15
C13	2016-05-02	1.13	18.88
C13	2016-05-04	0.99	19.40
C13	2016-05-09	1.09	18.87
C13	2016-05-12	1.17	16.56
C13	2016-05-17	1.29	16.93
C13	2016-05-31	1.91	16.35
